song,artist,url,lyrics
Fairfield,mewithoutYou,https://genius.com/Mewithoutyou-fairfield-lyrics,"Come, humble sinner, in whose breastA thousand thoughts revolveCome, with your guilt and fear oppressedAnd make this last resolveCome, with your guilt and fear oppressedAnd make this last resolveI’ll go to Jesus, though my sinHath like a mountain rose;I know His courts, I’ll enter inWhatever may opposeI know His courts, I’ll enter inWhatever may opposeI can but perish if I goI am resolved to tryFor if I stay away I knowI must forever dieFor if I stay away I knowI must forever die"
Blue Hen,mewithoutYou,https://genius.com/Mewithoutyou-goodbye-i-lyrics,"The farmer drove his tractorWhere the soil had been tilledPlanting corn in rank and fileFrom the silo to the lumber millHe rode along in silenceAs looked out past the honeysuckle fieldWatched the water turnTurn the water wheelStarted thinking about his daughter's affectionHer reaction of disdainThe day he replaced the blue hydrangeaWith the climbing grainWhile her disappointed sisterLooked on quiet as the snowKnowing well that those who know don't talkAnd those that talk don't knowBut she couldn't help but singShe couldn't help but singNo, she couldn't help but singShe couldn't help but singShe tried, and couldn't help but singShe couldn't help but singNo, she couldn't help but singShe couldn't help but singThe tortoise in the wheelchairWrapped his forehead in a bandageWith a cast they made from plasterFor his phony broken legSo he'd get pushed around the sidewalkBy the zookeeper's assistantWith the hummingbird observingFrom behind the yellow flowerAnd he flapped his tiny wingsThey moved so fast you couldn't see themWith resentment for the tortoiseWhich was clear by his expressionBut the tortoise turned and smiledWith a peacefulness which provedThat there's a movement in our stillnessAnd however much we move"
The Dryness And The Rain,mewithoutYou,https://genius.com/Mewithoutyou-my-exit-unfair-lyrics,"My exit unobservedAnd my homesickness absurdI said ""water"" expecting the Word would satisfy my thirstTalking all about the second and thirdWhen I haven't understood the firstJonah, where's that boat going...Your ship set with eager sails?There's a swirling storm soon blowingAnd no use, fishermenIn rowing from the consecrated whale!And just like the cloudsThey bring a darknessAnd a hard rain's going to fallI felt the crowdBring a loneliness and a hard rainA hard rain's going to fallAnd she'd always weigh me downBut, afraid I might need herI dragged her aroundIt's best to keep close sackcloth and ashIn a whitewashed townShe wore that phony smile on her faceI guess like a bandage on a wounded placeWhile I kept the keys to every old lock just in caseRehearsed indifference tossed asideOur narrow arms spread wideWhat unseen pen etched eternal thingsOn the hearts of human kindBut never let them in our minds?Oh, the clouds they brought a darknessAnd a hard rain's gonna fallAnd all my laughter ends in emptinessAnd a hard rain's gonna fallMy every medicine causes more illnessAnd a hard rain's gonna fallAnd until I let you goOh, I didn't knowYou were never mineYou were never mine at all"
The Sun And The Moon,mewithoutYou,https://genius.com/Mewithoutyou-the-king-beetle-on-a-coconut-estate-lyrics,"As the moon rose and the hour grew lateThe day-help on the coconut estateRaked up the dried leaves that fell dead from the treesWhich they burned in a pile by the lakeThe beetle king summoned his menFrom the top of the rhododendron stem""Calling all volunteers who can carry it back hereThe Great Mystery has been lit once again""One beetle emerged from the crowdIn a fashionable abdomen shroudSaid, ""I'm a professor, you see, that's no mystery to meI'll be back soon, successful and proud""But when the beetle professor returnedHe crawled on all six, as his wings had been burnedAnd described to the finest detail all he'd learnedThere was neither a light, nor a heat, in his wordsThe deeply dissatisfied kingClimbed the same stem to announce the same thingBut in his second appeal sought to sweeten the dealWith a silver padparadscha ringThe lieutenant stepped out from the lineAs he lassoed his thorax with twineThinking, ""I'm stronger and braver and I'll earn the king's favorOne day all he has will be mine""But for all the lieutenant's conceitHe too returned singed and admitting defeat""I had no choice, please believe, but retreatIt was bright as the sun, but with ten times the heatAnd it cracked like the thunder and bloodshot my eyesThough smothered with sticks, it advanced undeterredCarelessly cast an ash cloud to the sky, my lordLike a flock of dark vanishing birds""The beetle king slammed down his fist""Your flowery description's no better than his!We sent for the great light and you bring us this?We didn't ask what it seems like, we asked what it is!"""
Orange Spider,mewithoutYou,https://genius.com/Mewithoutyou-orange-spider-lyrics,"A note we wrote the other dayTo any mice who pass this wayOn crumbed and sugared countertops:""we must insistYour traffic STOP.""In their defense, they don't refuseBut nonetheless we've come to useSnapping traps and poison beans(far less diplomatic means)Orange spider, orange leafOrange spider, orange leafOrange spider, orange leafConfirms my deepest held belief"
C-Minor,mewithoutYou,https://genius.com/Mewithoutyou-c-minor-lyrics,"Our house wrapped in disrepairA small mouse peeked out from a hole beneath the stairsNearby to where my dad sat in his favorite chairThinking about the government and muttering a prayerSo I scattered some oats in hopes she'd stayAnd sat still to stop from scaring her away-But she hurried on her little wayAnd scurried 'round my mindEver sinceEvery dayOpen wide my door, my door, my Lord(Open wide my door)To whatever makes me love You more(Open wide my door)While there's still light to run towards(Open wide my door)Like water on the dry woodEqual parts misguided and misunderstoodBut all the neighborhoodWatched a fire burn from where they stoodAs the smoke said""we're not half as bad as G-d is good""Still there's a whisper in my earThe voice of loneliness and fear, and I say:""Devil, disappear!I'm still (ehh… technically…) a virginAfter 27 years -Which never bothered me beforeWhat's maybe 50 more?Open wide my door, my door, my Lord(Open wide my door)To whatever makes me love You more(Open wide my door)While there's still light to run towards(Open wide my door)"
Brownish Spider,mewithoutYou,https://genius.com/Mewithoutyou-brownish-spider-lyrics,"Every thing I'd thought I'd learnedAmbition and illusion turnedTo drawings on a loose leaf sheetOf figs and fruits I couldn't eatWhat in her do I require?The face of gratified desiresAnd what in me does she require?The face of gratified desiresBrownish spider, brownish leafBrownish spider, brownish leafBrownish spider, brownish leafConfirms my deepest held beliefNo more spider, no more leafNo more spider, no more leafNo more spider, no more leafNo more me, no more belief"
Bear's Vision of St. Agnes,mewithoutYou,https://genius.com/Mewithoutyou-bears-vision-of-st-agnes-lyrics,"Barren rocks and sand, Our wooden sculpture handsHeld like a timber hitch, held candles to the sunBoth faint and fading fast, they walked on, windward, kept time with a pocketmouseMouths kept mostly shutThought broke our silence like a bone(half-moaned) ""You've worn me like an albatross, I've only slowed you downYou could've long traded in your braided crown by nowYou could've found that Anabaptist girl you always used to go on about""As we rode in circles on our bicycles, we walked on balance beamsAs the audience cheered for us. We burned like fevers under carriage hatsHid behind Venetian masks in our human costumesWe stood like statues once in shepherd's check, we'll both be decked in herringboneWrapped border drab around already broken ironstone.""""But I've seen these cliffs before, St. Agnes brought her palm branchTo the hospital, looked upward lest the charm had fled from my brother's breathing bedAnd when he died I shut his dogtooth violet eyes:He looked just like me - climb on down and seeThey laid him on the rocks below, there'll be enough to fill your cup for daysI'll stay up here and rest We'll fly in straight lines as from carronadesWe'll crash like tidal waves, decimate the islandsAs our hollowed lumber falls like water, ends where I startIn that tattered rag shop back in Asbury Park.Look how soon my hands won't move - but if you'll improve, we'll all improveLook how soon my arms won't move!Sixty feet and my feet won't move, but if you'll improve, we'll all improveForty feet my legs won't move, as you improve we all improveFill our den with acorn mast, I'll wake before the salmon passTen feet more and nothing moves."""
The King Beetle On A Coconut Estate,mewithoutYou,https://genius.com/Mewithoutyou-the-king-beetle-on-a-coconut-estate-lyrics,"As the moon rose and the hour grew lateThe day-help on the coconut estateRaked up the dried leaves that fell dead from the treesWhich they burned in a pile by the lakeThe beetle king summoned his menFrom the top of the rhododendron stem""Calling all volunteers who can carry it back hereThe Great Mystery has been lit once again""One beetle emerged from the crowdIn a fashionable abdomen shroudSaid, ""I'm a professor, you see, that's no mystery to meI'll be back soon, successful and proud""But when the beetle professor returnedHe crawled on all six, as his wings had been burnedAnd described to the finest detail all he'd learnedThere was neither a light, nor a heat, in his wordsThe deeply dissatisfied kingClimbed the same stem to announce the same thingBut in his second appeal sought to sweeten the dealWith a silver padparadscha ringThe lieutenant stepped out from the lineAs he lassoed his thorax with twineThinking, ""I'm stronger and braver and I'll earn the king's favorOne day all he has will be mine""But for all the lieutenant's conceitHe too returned singed and admitting defeat""I had no choice, please believe, but retreatIt was bright as the sun, but with ten times the heatAnd it cracked like the thunder and bloodshot my eyesThough smothered with sticks, it advanced undeterredCarelessly cast an ash cloud to the sky, my lordLike a flock of dark vanishing birds""The beetle king slammed down his fist""Your flowery description's no better than his!We sent for the great light and you bring us this?We didn't ask what it seems like, we asked what it is!"""
"February, 1878",mewithoutYou,https://genius.com/Mewithoutyou-february-1878-lyrics,"February 8th, 1878South of Trout Creek, west of Cedar LakeOn a winding mountain trail of the North Pacific Union RailThe snow arrived on time, the circus train was running lateRip spot’s past and all the knuckles wornFirebox bursting to the running boardsA pounding in his chest, crushing like a cider pressThe hogger rode the throttle ‘round the bender like a flank-strapped horseAs Elephant adressed the frightened animal car:""Let’s return now to the dust as the dust we are;Tonight, our bridal fate, the hour’s come to consummate!""And drove her massive body like a truck into the iron barsLimestone thrown from out the hopper’s backAsh Cat tossed against the diamond stackFrom cradle to caboose, the frozen bolts broke looseSent that cage spinning like a dreidel off the icy tracksRun on, Rabbit, run!Before the East sky wakes the Sun!Sails set to the dreadful coldUntil your anchor-heart takes holdRun on, Fox and BearFrom this dismal dream’s despair!Cast thoughts to in the open ocean of airUntil your thread catch somewhere""Mother, please come along!""They cried, but the elephant remained inside:""My tusks are dull, my eyes, half-blindToo old to run, too big to hideAnd have neither friend nor enemyNor that phantom, ‘self’-identityNor concern for what ‘they’ll’ do to ‘me’Now, my children, run free!"""
"A Stick, A Carrot & String",mewithoutYou,https://genius.com/Mewithoutyou-a-stick-a-carrot-and-string-lyrics,"The horse's hay beneath his headOur Lord was born to a manger bedThat all whose wells run dryCould drink of His supplyTo keep Him warm, the sheep drew nearSo grateful for His coming hereCome with news of graceCome to take my placeThe donkey whispered in His ear""Child, in 30-some-odd yearsYou'll ride someone who looks like meUntriumphantly""The cardinals warbled a joyful songHe'll make right what man made wrongBringing low the hillsThat the valleys might be filledThen ""Child"", asked the birds""Well, aren't they lovely words we sing?""The tiny baby laid thereWithout saying anythingAt a distance stood a mangy goatWith the crooked teeth and a matted coatWeary eyes and wornChipped and twisted hornsThinking ""maybe I'll make friends somedayWith the cows and the hens and the rambouilletBut for now, I'll keep awayI got nothing smart to say""There's a sign on the barnIn the cabbage town""when the rain picks upAnd the sun goes downSinners, come insideWith no money, come and buyNo clever talk, nor a gift to bringRequires our lowly, lovely KingCome now empty handed, you don't need anything""And the night was coolAnd clear as glassWith the sneaking snake in the garden grassDeep cried out to deepThe disciples fast asleepAnd the snake perked upWhen he heard you ask""If you're willing thatThis cup might passWe could find our way back homeMaybe start a family all our own""""But does not the Father guide the Son?Not my will, but Yours be doneWhat else here to do?What else me, but You?""And the snake who'd held the worldA stick, a carrot and a stringWas crushed beneath the footOf your not wanting anything"
Cattail Down,mewithoutYou,https://genius.com/Mewithoutyou-cattail-down-lyrics,"Cattail downThe morning rail yard whistle blowsCattail downOur boxcar bound for... no one knowsAfter every hidden seed outFrom it covering has been freeAnd every book has been discarded from the bookshelfCattail downAnd the forgetting of myselfCattail downReplace the feathers in our vestsCattail downSurround the ivyThats gone to poison in my chest""The parachute broke loose,""Cried the goose with misplacedBut understandable concernFor his little brother's mental healthHis happy little brotherAnd the forgetting of himselfCattail downAround the bulrush, the pollen shedCattail downTo dress my woundsIt left a bee sting in their stead(Half an acre thoughts from out my head)Headed east out of St. PaulWe stopped for waterRested in the cemeteryWatched the MississippiRunning out of food stampsFound a bag along the footpathOff highway 61 filled withWhat looked like marijuana(Don't worry mom, we left it there)Hopped a grainrail out of Pig's Eye toward MilwaukeeA deer between the tower and the tracksSaw right through usSaid, ""You don't know where you came fromYou don't know where you're goingYou think you're you-You don't know who you areYou're not youYou're everyone else."""
Cardiff Giant,mewithoutYou,https://genius.com/Mewithoutyou-cardiff-giant-lyrics,"Ragged-Robins for the curtain callWrapped in ribbons on the trailer doorCarved initials in a concrete footstallOn the imitation marble floorWe’re the boxtop admissions and their throwawaysStrewn across tobacco roadsWith their wormwood shots and their snake oil plotsDrunk sheepshank con men and their sycophantsAnd I, I often wonder if I've already diedOut at elbows by the encoreBut there’s a citadel insideWhere I’ll go and shape my heart like yoursAs you shape yours like mineWhere we’re the spiraling arms of all galaxiesAnd we’re the microscopic sandSuffering from delusions of ungrandeur on middling displayBeside the Cardiff giant with the alabaster eyesI often wonder if I've already diedI often wonder if I've already diedOr if the 'I', if the 'I' is an unintelligible lieThe 'I', if the 'I' is an unintelligible lieThe 'I', the 'I' is an unintelligible lieThe 'I', the 'I' is an unintelligible lieOff we flew like swarms of hornets'Woken up' from winter’s restTo colonize with plastic pulpOur neighbor’s perfect paper nestWhile all year round potter waspHas buzzed her unhinged songYou can hear its creaking in our floorboardsMegalomania’s only mania if you’re wrong"
Kristy w/ the Sparkling Teeth,mewithoutYou,https://genius.com/Mewithoutyou-kristy-w-the-sparkling-teeth-lyrics,"Brand new bright lights of Arco, Idaho go dimOne delusion runs its course, its companion thereupon beginsOld ghost white face of impatience wearing thinCasting quiet curses as of course they came back round againIn spite of wonders, disbeliefWe spent our nights climbing towers built on songsFrom the obsolete inscriptions of the sons of BabylonWere you not carved among the hunters and their kingW/ their chests adorned in necklace & their arms like falcon wings?Were you not forged in griefAvenging lions in the alabaster bas-relief?Kristy with the Sparkling Teeth!"
Fig With A Bellyache,mewithoutYou,https://genius.com/Mewithoutyou-fig-with-a-bellyache-lyrics,"The camel in the desert took a ship across the lakeWhile the fish in search of water found a fig with a bellyacheWho overheard the waves as they headed for the shore""We're not so sure of separations anymore.""At the caterpillar picnic, brother butterfly stoleA rhubarb stem, licked and dipped it in the sugar bowlCaught up for Massachusetts in a double-stacked trainThrough the Adirondacks spinning like a weather vaneGathering and cutting and splitting and stacking the woodOur fuel is neatly piled and we all feel goodWe pretend to care and like we understandOur eyes go soft but know it now:What we're thinking about is your mammary glandsAnd how to sail your birth canalWe found the pot that fit the lidNo less now then when we were smarter didOur thoughts are like a tea bag onThe saucer, all the flavor goneThat dog below our waist arousedWhen arms embraced the pretty galsIt came much more as a surpriseIt happening when I hugged the guysWe planted for the final frostWe once were found and now we're lostWe got a heck of a lot to learnAbout remaining taciturn"
Cleo's Ferry Cemetery,mewithoutYou,https://genius.com/Mewithoutyou-cleos-ferry-cemetery-lyrics,"There's a cemetery deep below the seaTheres a space reserved for a fool like meIt's the last thing that I'll doI will tell them I'm with youIn the arms of grace when we finally dieWill we ascend to a place made of clouds on highAt the gates they'll show you throughIf they ask me, I'm with youOr I'll call your nameAs my lungs expireThrough the sulfur flames of a lake of fireIt's the last thing that I'll doI will tell them I'm with youTime, you're with me all the timeThere's a cemetery deep below the seaWhere I'll hide from news of the G.O.PAs the clocks spins sweetly onWill you quote me when I'm goneIf a hebrew face and a nehru suitAnd a tongue-loose taste of the serpents fruitIs the last thing that you seeWill you tell them you're with me?And I'll lay down on the hills on the judgement dayThat formed such a man from a lump of clayIf they ask me who's to blameThere again I'll speak your nameTime, you're with me all the timeThere's a cemetery deep below the seaAnd a place in Hell for my friends and meShould they ask me what got me throughIf they ask me, It was you"
